Time(ms), X(m), Y(m), Z(m), VX(m/s), VY(m/s), VZ(m/s), AX(m/s^2), AY(m/s^2), AZ(m/s^2), OX(degrees), OY(degrees), OZ(degrees), WX(degrees/s), WY(degrees/s), WZ(degrees/s)
26089.00,0.00,0.00,0.11,0.00,0.00,-15.32,0.00,0.00,-3586.41,-0.00,0.00,-0.00,-0.00,0.00,0.00
26095.00,0.00,0.00,0.11,0.00,0.00,-0.02,0.00,0.00,2549.28,-0.00,0.00,-0.00,-0.00,0.00,0.00
26101.00,0.00,0.00,0.23,0.00,0.00,19.96,0.00,0.00,3329.78,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26110.00,0.00,0.00,0.17,0.00,0.00,-6.75,0.00,0.00,-2967.30,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26117.00,0.00,0.00,0.22,0.00,0.00,6.63,0.00,0.00,1910.69,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26123.00,0.00,0.00,0.11,0.00,0.00,-17.45,0.00,0.00,-4013.01,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26130.00,0.00,0.00,0.15,0.00,0.00,5.38,0.00,0.00,3261.56,-0.00,0.00,-0.00,0.00,0.00,-0.00
26141.00,0.00,0.00,0.13,0.00,0.00,-1.73,0.00,0.00,-646.59,-0.00,0.00,-0.00,-0.00,0.00,0.00
26160.00,0.00,0.00,0.19,0.00,0.00,2.93,0.00,0.00,245.52,-0.00,0.00,-0.00,-0.00,0.00,0.00
26168.00,0.00,0.00,0.20,0.00,0.00,2.21,0.00,0.00,-90.15,-0.00,0.00,-0.00,-0.00,0.00,0.00
26173.00,0.00,0.00,0.18,0.00,0.00,-5.24,0.00,0.00,-1489.82,-0.00,0.00,-0.00,0.00,0.00,0.00
26181.00,0.00,0.00,0.17,0.00,0.00,-0.79,0.00,0.00,555.91,-0.00,0.00,-0.00,0.00,0.00,0.00
26186.00,0.00,0.00,0.17,0.00,0.00,0.47,0.00,0.00,251.40,-0.00,0.00,-0.00,-0.00,0.00,0.00
26192.00,0.00,0.00,0.25,0.00,0.00,13.11,0.00,0.00,2108.05,-0.00,0.00,-0.00,-0.00,0.00,0.00
26200.00,0.00,0.00,0.08,0.00,0.00,-22.22,0.00,0.00,-4417.30,-0.00,0.00,-0.00,-0.00,0.00,0.00
26208.00,0.00,0.00,0.24,0.00,0.00,20.28,0.00,0.00,5312.58,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26213.00,0.00,0.00,0.20,0.00,0.00,-7.10,0.00,0.00,-5474.50,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26226.00,0.00,0.00,0.14,0.00,0.00,-5.05,0.00,0.00,157.12,-0.00,0.00,-0.00,-0.00,0.00,0.00
26233.00,0.00,0.00,0.11,0.00,0.00,-4.33,0.00,0.00,103.18,-0.00,0.00,-0.00,-0.00,0.00,0.00
26240.00,0.00,0.00,0.18,0.00,0.00,11.17,0.00,0.00,2214.00,-0.00,0.00,-0.00,0.00,-0.00,0.00
26247.00,0.00,0.00,0.23,0.00,0.00,6.92,0.00,0.00,-606.62,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26252.00,0.00,0.00,0.21,0.00,0.00,-3.66,0.00,0.00,-2115.28,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26270.00,0.00,0.00,0.28,0.00,0.00,3.43,0.00,0.00,393.74,-0.00,0.00,-0.00,0.00,0.00,-0.00
26279.00,0.00,0.00,0.19,0.00,0.00,-9.90,0.00,0.00,-1481.46,-0.00,0.00,-0.00,-0.00,0.00,0.00
26284.00,0.00,0.00,0.15,0.00,0.00,-7.47,0.00,0.00,486.66,-0.00,0.00,-0.00,-0.00,0.00,0.00
26291.00,0.00,0.00,0.29,0.00,0.00,20.15,0.00,0.00,3945.02,-0.00,0.00,-0.00,-0.00,0.00,0.00
26300.00,0.00,0.00,0.28,0.00,0.00,-1.73,0.00,0.00,-2430.62,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26312.00,0.00,0.00,0.19,0.00,0.00,-6.70,0.00,0.00,-414.50,-0.00,0.00,-0.00,0.00,0.01,0.00
26321.00,0.00,0.00,0.16,0.00,0.00,-3.86,0.00,0.00,315.73,-0.00,0.00,-0.00,0.00,0.00,0.00
26329.00,0.00,0.00,0.30,0.00,0.00,17.19,0.00,0.00,2631.38,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26335.00,0.00,0.00,0.27,0.00,0.00,-5.08,0.00,0.00,-3712.43,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26341.00,0.00,0.00,0.16,0.00,0.00,-17.06,0.00,0.00,-1995.29,-0.00,0.00,-0.00,0.00,0.00,0.00
26360.00,0.00,0.00,0.20,0.00,0.00,1.73,0.00,0.00,988.97,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26367.00,0.00,0.00,0.09,0.00,0.00,-14.75,0.00,0.00,-2355.01,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26372.00,0.00,0.00,0.17,0.00,0.00,15.28,0.00,0.00,6006.90,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26381.00,0.00,0.00,0.29,0.00,0.00,13.00,0.00,0.00,-253.27,-0.00,0.00,-0.00,0.00,-0.00,0.00
26386.00,0.00,0.00,0.19,0.00,0.00,-18.85,0.00,0.00,-6370.17,-0.00,0.00,-0.00,0.00,-0.00,0.00
26397.00,0.00,0.00,0.31,0.00,0.00,10.80,0.00,0.00,2694.78,-0.00,0.00,-0.00,-0.00,0.00,0.00
26403.00,0.00,0.00,0.19,0.00,0.00,-21.17,0.00,0.00,-5327.95,-0.00,0.00,-0.00,-0.00,0.00,0.00
26411.00,0.00,0.00,0.21,0.00,0.00,2.51,0.00,0.00,2959.84,-0.00,0.00,-0.00,0.00,-0.00,0.00
26420.00,0.00,0.00,0.19,0.00,0.00,-1.83,0.00,0.00,-481.58,-0.00,0.00,-0.00,0.00,0.00,-0.00
26425.00,0.00,0.00,0.22,0.00,0.00,6.24,0.00,0.00,1613.25,-0.00,0.00,-0.00,0.00,0.00,-0.00
26432.00,0.00,0.00,0.16,0.00,0.00,-8.30,0.00,0.00,-2076.99,-0.00,0.00,-0.00,-0.00,0.00,0.00
26437.00,0.00,0.00,0.24,0.00,0.00,16.51,0.00,0.00,4962.16,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26442.00,0.00,0.00,0.22,0.00,0.00,-5.18,0.00,0.00,-4337.58,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26461.00,0.00,0.00,0.11,0.00,0.00,-5.95,0.00,0.00,-40.88,-0.00,0.00,-0.00,0.00,-0.00,0.00
26469.00,0.00,0.00,0.06,0.00,0.00,-5.77,0.00,0.00,22.85,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26479.00,0.00,0.00,0.15,0.00,0.00,9.51,0.00,0.00,1528.25,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26485.00,0.00,0.00,0.18,0.00,0.00,5.03,0.00,0.00,-746.64,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26492.00,0.00,0.00,0.22,0.00,0.00,5.67,0.00,0.00,90.92,-0.00,0.00,-0.00,-0.00,0.00,0.00
26500.00,0.00,0.00,0.29,0.00,0.00,8.15,0.00,0.00,309.69,-0.00,0.00,-0.00,-0.00,0.00,0.00
26508.00,0.00,0.00,0.14,0.00,0.00,-18.70,0.00,0.00,-3355.21,-0.00,0.00,-0.00,0.00,0.00,-0.00
26514.00,0.00,0.00,0.15,0.00,0.00,2.38,0.00,0.00,3513.10,-0.00,0.00,-0.00,0.00,0.00,-0.00
26520.00,0.00,0.00,0.24,0.00,0.00,14.80,0.00,0.00,2068.88,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26526.00,0.00,0.00,0.14,0.00,0.00,-17.25,0.00,0.00,-5340.73,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26532.00,0.00,0.00,0.24,0.00,0.00,16.34,0.00,0.00,5597.99,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26539.00,0.00,0.00,0.30,0.00,0.00,9.40,0.00,0.00,-991.89,-0.00,0.00,-0.00,-0.01,0.00,0.00
26549.00,0.00,0.00,0.26,0.00,0.00,-4.38,0.00,0.00,-1377.79,-0.00,0.00,-0.00,0.00,-0.00,0.00
26565.00,0.00,0.00,0.11,0.00,0.00,-9.18,0.00,0.00,-299.92,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26572.00,0.00,0.00,0.21,0.00,0.00,13.47,0.00,0.00,3236.08,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26580.00,0.00,0.00,0.13,0.00,0.00,-10.04,0.00,0.00,-2938.97,-0.00,0.00,-0.00,-0.00,0.00,0.00
26586.00,0.00,0.00,0.37,0.00,0.00,39.92,0.00,0.00,8327.27,-0.00,0.00,-0.00,-0.00,0.00,0.00
26592.00,0.00,0.00,0.21,0.00,0.00,-26.27,0.00,0.00,-11031.76,-0.00,0.00,-0.00,-0.00,0.00,0.00
26601.00,0.00,0.00,0.19,0.00,0.00,-1.86,0.00,0.00,2711.45,-0.00,0.00,-0.00,0.00,0.00,0.00
26609.00,0.00,0.00,0.17,0.00,0.00,-3.16,0.00,0.00,-161.85,-0.00,0.00,-0.00,-0.00,0.00,0.00
26614.00,0.00,0.00,0.22,0.00,0.00,10.08,0.00,0.00,2647.37,-0.00,0.00,-0.00,-0.00,0.00,0.00
26621.00,0.00,0.00,0.24,0.00,0.00,2.80,0.00,0.00,-1040.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
26635.00,0.00,0.00,0.21,0.00,0.00,-1.91,0.00,0.00,-336.40,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26643.00,0.00,0.00,0.22,0.00,0.00,1.62,0.00,0.00,441.76,-0.00,0.00,-0.00,-0.00,0.00,0.00
26651.00,0.00,0.00,0.12,0.00,0.00,-13.25,0.00,0.00,-1858.72,-0.00,0.00,-0.00,0.00,-0.00,0.00
26668.00,0.00,0.00,0.11,0.00,0.00,-0.14,0.00,0.00,771.19,-0.00,0.00,-0.00,0.00,0.00,-0.00
26673.00,0.00,0.00,0.17,0.00,0.00,11.92,0.00,0.00,2410.70,-0.00,0.00,-0.00,0.00,0.00,-0.00
26681.00,0.00,0.00,0.29,0.00,0.00,14.40,0.00,0.00,309.85,-0.00,0.00,-0.00,0.00,0.00,-0.00
26686.00,0.00,0.00,0.16,0.00,0.00,-26.57,0.00,0.00,-8192.57,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26692.00,0.00,0.00,0.21,0.00,0.00,8.13,0.00,0.00,5782.85,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26701.00,0.00,0.00,0.16,0.00,0.00,-4.66,0.00,0.00,-1421.41,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26709.00,0.00,0.00,0.27,0.00,0.00,13.29,0.00,0.00,2244.11,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26719.00,0.00,0.00,0.30,0.00,0.00,3.01,0.00,0.00,-1028.31,-0.00,0.00,-0.00,0.00,-0.00,0.00
26725.00,0.00,0.00,0.19,0.00,0.00,-18.90,0.00,0.00,-3650.98,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26732.00,0.00,0.00,0.12,0.00,0.00,-9.34,0.00,0.00,1365.71,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26738.00,0.00,0.00,0.15,0.00,0.00,5.50,0.00,0.00,2473.66,-0.00,0.00,-0.00,-0.00,0.00,0.00
26743.00,0.00,0.00,0.24,0.00,0.00,17.08,0.00,0.00,2316.21,-0.00,0.00,-0.00,-0.00,0.00,0.00
26761.00,0.00,0.00,0.32,0.00,0.00,4.49,0.00,0.00,-699.83,-0.00,0.00,-0.00,-0.00,0.00,0.00
26769.00,0.00,0.00,0.09,0.00,0.00,-28.99,0.00,0.00,-4184.76,-0.00,0.00,-0.00,-0.00,0.00,0.00
26774.00,0.00,0.00,0.16,0.00,0.00,13.48,0.00,0.00,8495.05,-0.00,0.00,-0.00,-0.00,0.00,0.00
26782.00,0.00,0.00,0.27,0.00,0.00,13.68,0.00,0.00,24.89,-0.00,0.00,-0.00,0.00,0.00,0.00
26787.00,0.00,0.00,0.10,0.00,0.00,-33.56,0.00,0.00,-9449.64,-0.00,0.00,-0.00,0.00,-0.00,0.00
26803.00,0.00,0.00,0.20,0.00,0.00,6.42,0.00,0.00,2498.94,-0.00,0.00,-0.00,0.00,0.00,0.00
26812.00,0.00,0.00,0.33,0.00,0.00,14.88,0.00,0.00,940.50,-0.00,0.00,-0.00,-0.00,0.00,0.00
26820.00,0.00,0.00,0.23,0.00,0.00,-13.39,0.00,0.00,-3534.57,-0.00,0.00,-0.00,0.00,0.00,0.00
26827.00,0.00,0.00,0.25,0.00,0.00,2.75,0.00,0.00,2306.65,-0.00,0.00,-0.00,0.00,0.00,0.00
26833.00,0.00,0.00,0.17,0.00,0.00,-11.89,0.00,0.00,-2440.50,-0.00,0.00,-0.00,0.00,0.00,0.00
26840.00,0.00,0.00,0.16,0.00,0.00,-2.26,0.00,0.00,1376.16,-0.00,0.00,-0.00,-0.00,0.01,0.00
26845.00,0.00,0.00,0.20,0.00,0.00,7.85,0.00,0.00,2021.83,-0.00,0.00,-0.00,-0.00,0.00,0.00
26862.00,0.00,0.00,0.16,0.00,0.00,-2.05,0.00,0.00,-582.56,-0.00,0.00,-0.00,0.00,0.00,-0.00
26871.00,0.00,0.00,0.16,0.00,0.00,-0.14,0.00,0.00,212.76,-0.00,0.00,-0.00,-0.00,0.00,0.00
26878.00,0.00,0.00,0.22,0.00,0.00,7.80,0.00,0.00,1133.84,-0.00,0.00,-0.00,0.00,0.00,0.00
26889.00,0.00,0.00,0.27,0.00,0.00,4.89,0.00,0.00,-264.27,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26895.00,0.00,0.00,0.13,0.00,0.00,-23.05,0.00,0.00,-4657.65,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26902.00,0.00,0.00,0.20,0.00,0.00,9.11,0.00,0.00,4594.80,-0.00,0.00,-0.00,0.00,0.00,-0.00
26911.00,0.00,0.00,0.25,0.00,0.00,6.28,0.00,0.00,-314.10,-0.00,0.00,-0.00,0.00,0.00,-0.00
26917.00,0.00,0.00,0.19,0.00,0.00,-10.99,0.00,0.00,-2878.90,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26923.00,0.00,0.00,0.18,0.00,0.00,-0.92,0.00,0.00,1677.52,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26931.00,0.00,0.00,0.22,0.00,0.00,4.26,0.00,0.00,647.88,-0.00,0.00,-0.00,0.00,0.00,0.00
26937.00,0.00,0.00,0.12,0.00,0.00,-15.54,0.00,0.00,-3300.58,-0.00,0.00,-0.00,0.00,-0.00,0.00
26943.00,0.00,0.00,0.19,0.00,0.00,11.12,0.00,0.00,4443.98,-0.00,0.00,-0.00,0.00,-0.00,0.00
26961.00,0.00,0.00,0.20,0.00,0.00,0.89,0.00,0.00,-568.51,-0.00,0.00,-0.00,-0.00,0.00,0.00
26973.00,0.00,0.00,0.11,0.00,0.00,-7.65,0.00,0.00,-711.05,-0.00,0.00,-0.00,-0.00,0.00,-0.00
26983.00,0.00,0.00,0.22,0.00,0.00,10.73,0.00,0.00,1837.23,-0.00,0.00,-0.00,0.00,0.00,0.00
26988.00,0.00,0.00,0.19,0.00,0.00,-6.89,0.00,0.00,-3524.01,-0.00,0.00,-0.00,0.00,0.00,0.00
26994.00,0.00,0.00,0.11,0.00,0.00,-12.00,0.00,0.00,-850.30,-0.00,0.00,-0.00,0.00,0.00,-0.00
27002.00,0.00,0.00,0.29,0.00,0.00,21.46,0.00,0.00,4182.29,-0.00,0.00,-0.00,0.00,-0.00,-0.00
27007.00,0.00,0.00,0.27,0.00,0.00,-3.09,0.00,0.00,-4911.08,-0.00,0.00,-0.00,0.00,-0.00,-0.00
27012.00,0.00,0.00,0.23,0.00,0.00,-7.05,0.00,0.00,-790.79,-0.00,0.00,-0.00,0.00,-0.00,-0.00
27021.00,0.00,0.00,0.20,0.00,0.00,-3.99,0.00,0.00,339.17,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27029.00,0.00,0.00,0.19,0.00,0.00,-0.66,0.00,0.00,417.25,-0.00,0.00,-0.00,-0.00,0.00,0.00
27034.00,0.00,0.00,0.18,0.00,0.00,-2.85,0.00,0.00,-437.96,-0.00,0.00,-0.00,-0.00,0.00,0.00
27046.00,0.00,0.00,0.31,0.00,0.00,10.63,0.00,0.00,1123.12,-0.00,0.00,-0.00,-0.00,0.00,0.00
27063.00,0.00,0.00,0.22,0.00,0.00,-4.96,0.00,0.00,-917.16,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27072.00,0.00,0.00,0.20,0.00,0.00,-2.34,0.00,0.00,291.34,-0.00,0.00,-0.00,0.00,0.00,0.00
27080.00,0.00,0.00,0.25,0.00,0.00,5.89,0.00,0.00,1028.62,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27085.00,0.00,0.00,0.02,0.00,0.00,-45.28,0.00,0.00,-10234.74,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27092.00,0.00,0.00,0.12,0.00,0.00,13.37,0.00,0.00,8378.75,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
27101.00,0.00,0.00,0.16,0.00,0.00,4.73,0.00,0.00,-960.15,-0.00,0.00,-0.00,0.00,-0.00,0.00
27107.00,0.00,0.00,0.16,0.00,0.00,-0.41,0.00,0.00,-856.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
27113.00,0.00,0.00,0.28,0.00,0.00,21.25,0.00,0.00,3609.76,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
27121.00,0.00,0.00,0.21,0.00,0.00,-8.91,0.00,0.00,-3770.27,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27134.00,0.00,0.00,0.25,0.00,0.00,2.79,0.00,0.00,899.94,-0.00,0.00,-0.00,0.00,0.00,-0.00
27142.00,0.00,0.00,0.18,0.00,0.00,-8.00,0.00,0.00,-1347.78,-0.00,0.00,-0.00,0.00,0.00,0.00
27150.00,0.00,0.00,0.17,0.00,0.00,-1.36,0.00,0.00,829.92,-0.00,0.00,-0.00,-0.00,0.00,0.00
27165.00,0.00,0.00,0.16,0.00,0.00,-0.61,0.00,0.00,49.96,-0.00,0.00,-0.00,-0.00,0.00,0.00
27173.00,0.00,0.00,0.22,0.00,0.00,6.88,0.00,0.00,936.24,-0.00,0.00,-0.00,-0.00,0.00,0.00
27181.00,0.00,0.00,0.18,0.00,0.00,-4.41,0.00,0.00,-1411.98,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
27187.00,0.00,0.00,0.14,0.00,0.00,-7.57,0.00,0.00,-526.65,-0.00,0.00,-0.00,0.00,0.00,-0.00
27193.00,0.00,0.00,0.17,0.00,0.00,5.33,0.00,0.00,2150.77,-0.00,0.00,-0.00,0.00,0.00,-0.00
27200.00,0.00,0.00,0.22,0.00,0.00,6.75,0.00,0.00,203.19,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27205.00,0.00,0.00,0.19,0.00,0.00,-6.54,0.00,0.00,-2657.95,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27218.00,0.00,0.00,0.25,0.00,0.00,4.67,0.00,0.00,861.87,-0.00,0.00,-0.00,0.00,0.00,0.00
27222.00,0.00,0.00,0.27,0.00,0.00,5.89,0.00,0.00,304.17,-0.00,0.00,-0.00,0.00,0.00,-0.00
27229.00,0.00,0.00,0.23,0.00,0.00,-5.44,0.00,0.00,-1618.42,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27234.00,0.00,0.00,0.18,0.00,0.00,-9.47,0.00,0.00,-805.39,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27242.00,0.00,0.00,0.19,0.00,0.00,0.75,0.00,0.00,1277.58,-0.00,0.00,-0.00,0.00,0.00,0.00
27250.00,0.00,0.00,0.24,0.00,0.00,6.41,0.00,0.00,707.98,-0.00,0.00,-0.00,0.00,0.00,-0.00
27265.00,0.00,0.00,0.21,0.00,0.00,-2.40,0.00,0.00,-587.82,-0.00,0.00,-0.00,0.00,-0.00,0.00
27273.00,0.00,0.00,0.18,0.00,0.00,-3.51,0.00,0.00,-138.33,-0.00,0.00,-0.00,0.00,-0.00,-0.00
27281.00,0.00,0.00,0.16,0.00,0.00,-2.77,0.00,0.00,92.90,-0.00,0.00,-0.00,-0.00,0.00,0.00
27287.00,0.00,0.00,0.23,0.00,0.00,12.23,0.00,0.00,2500.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
27298.00,0.00,0.00,0.12,0.00,0.00,-10.02,0.00,0.00,-2023.12,-0.00,0.00,-0.00,-0.00,0.00,0.00
27305.00,0.00,0.00,0.16,0.00,0.00,6.03,0.00,0.00,2292.91,-0.00,0.00,-0.00,-0.00,0.00,0.00
27312.00,0.00,0.00,0.21,0.00,0.00,6.85,0.00,0.00,117.28,-0.00,0.00,-0.00,-0.00,0.00,0.00
27321.00,0.00,0.00,0.19,0.00,0.00,-2.18,0.00,0.00,-1003.42,-0.00,0.00,-0.00,-0.00,0.00,-0.00
27326.00,0.00,0.00,0.20,0.00,0.00,1.89,0.00,0.00,814.35,-0.00,0.00,-0.00,-0.00,0.00,-0.00
27333.00,0.00,0.00,0.24,0.00,0.00,5.60,0.00,0.00,529.46,-0.00,0.00,-0.00,0.00,0.00,0.00
27339.00,0.00,0.00,0.17,0.00,0.00,-10.52,0.00,0.00,-2686.18,-0.00,0.00,-0.00,0.00,0.00,0.00
27345.00,0.00,0.00,0.25,0.00,0.00,13.37,0.00,0.00,3982.10,-0.00,0.00,-0.00,0.00,0.00,0.00
27352.00,0.00,0.00,0.26,0.00,0.00,0.81,0.00,0.00,-1794.96,-0.00,0.00,-0.00,0.00,0.00,-0.00
27367.00,0.00,0.00,0.26,0.00,0.00,0.09,0.00,0.00,-47.71,-0.00,0.00,-0.00,-0.00,-0.00,0.00
27379.00,0.00,0.00,0.21,0.00,0.00,-3.98,0.00,0.00,-339.40,-0.00,0.00,-0.00,-0.00,0.00,0.00
27385.00,0.00,0.00,0.25,0.00,0.00,6.31,0.00,0.00,1715.80,-0.00,0.00,-0.00,-0.00,0.00,0.00
27392.00,0.00,0.00,0.10,0.00,0.00,-21.94,0.00,0.00,-4036.15,-0.00,0.00,-0.00,-0.00,0.00,-0.00
27399.00,0.00,0.00,0.26,0.00,0.00,22.95,0.00,0.00,6412.36,-0.00,0.00,-0.00,0.00,-0.00,0.00
27404.00,0.00,0.00,0.08,0.00,0.00,-36.35,0.00,0.00,-11859.69,-0.00,0.00,-0.00,0.00,-0.00,0.00
27413.00,0.00,0.00,0.18,0.00,0.00,11.55,0.00,0.00,5322.72,-0.00,0.00,-0.00,0.00,0.00,-0.00
27421.00,0.00,0.00,0.26,0.00,0.00,10.47,0.00,0.00,-136.18,-0.00,0.00,-0.00,-0.00,0.00,0.00
27427.00,0.00,0.00,0.15,0.00,0.00,-19.65,0.00,0.00,-5018.87,-0.00,0.00,-0.00,0.00,0.00,-0.00
27434.00,0.00,0.00,0.14,0.00,0.00,-1.30,0.00,0.00,2621.05,-0.00,0.00,-0.00,0.00,0.00,-0.00
27440.00,0.00,0.00,0.15,0.00,0.00,2.25,0.00,0.00,591.73,-0.00,0.00,-0.00,0.00,-0.00,0.00
27450.00,0.00,0.00,0.12,0.00,0.00,-3.40,0.00,0.00,-565.28,-0.00,0.00,-0.00,0.00,0.00,-0.00
27465.00,0.00,0.00,0.23,0.00,0.00,7.20,0.00,0.00,706.72,-0.00,0.00,-0.00,0.00,0.00,0.00
27473.00,0.00,0.00,0.24,0.00,0.00,1.22,0.00,0.00,-746.73,-0.00,0.00,-0.00,0.00,0.00,0.00
27482.00,0.00,0.00,0.23,0.00,0.00,-0.71,0.00,0.00,-215.24,-0.00,0.00,-0.00,-0.00,0.00,0.00
27488.00,0.00,0.00,0.18,0.00,0.00,-8.83,0.00,0.00,-1352.49,-0.00,0.00,-0.00,0.00,-0.00,0.00
27494.00,0.00,0.00,0.19,0.00,0.00,2.97,0.00,0.00,1966.54,-0.00,0.00,-0.00,0.00,-0.00,0.00
27502.00,0.00,0.00,0.15,0.00,0.00,-5.76,0.00,0.00,-1091.84,-0.00,0.00,-0.00,0.00,-0.00,0.00
27510.00,0.00,0.00,0.20,0.00,0.00,7.03,0.00,0.00,1598.73,-0.00,0.00,-0.00,0.00,0.00,-0.00
27516.00,0.00,0.00,0.19,0.00,0.00,-2.43,0.00,0.00,-1576.12,-0.00,0.00,-0.00,0.00,0.00,-0.00
27523.00,0.00,0.00,0.13,0.00,0.00,-8.57,0.00,0.00,-876.60,-0.00,0.00,-0.00,0.00,0.00,-0.00
27541.00,0.00,0.00,0.24,0.00,0.00,5.89,0.00,0.00,802.88,-0.00,0.00,-0.00,0.00,0.00,0.00
27548.00,0.00,0.00,0.21,0.00,0.00,-3.10,0.00,0.00,-1283.22,-0.00,0.00,-0.00,0.00,0.00,0.00
27554.00,0.00,0.00,0.16,0.00,0.00,-8.16,0.00,0.00,-844.48,-0.00,0.00,-0.00,0.00,0.00,0.00
27572.00,0.00,0.00,0.20,0.00,0.00,1.79,0.00,0.00,553.09,-0.00,0.00,-0.00,-0.00,0.00,-0.00
27580.00,0.00,0.00,0.17,0.00,0.00,-3.75,0.00,0.00,-693.29,-0.00,0.00,-0.00,0.00,0.00,0.00
27585.00,0.00,0.00,0.18,0.00,0.00,2.33,0.00,0.00,1217.50,-0.00,0.00,-0.00,0.00,0.00,0.00
27592.00,0.00,0.00,0.27,0.00,0.00,12.57,0.00,0.00,1462.16,-0.00,0.00,-0.00,0.00,0.00,0.00
27598.00,0.00,0.00,0.22,0.00,0.00,-8.35,0.00,0.00,-3486.42,-0.00,0.00,-0.00,0.00,0.00,0.00
27604.00,0.00,0.00,0.16,0.00,0.00,-8.67,0.00,0.00,-53.40,-0.00,0.00,-0.00,0.00,0.00,0.00
27612.00,0.00,0.00,0.25,0.00,0.00,10.94,0.00,0.00,2451.42,-0.00,0.00,-0.00,0.00,-0.00,-0.00
27625.00,0.00,0.00,0.20,0.00,0.00,-4.17,0.00,0.00,-1161.94,-0.00,0.00,-0.00,0.00,0.00,0.00
27634.00,0.00,0.00,0.11,0.00,0.00,-9.37,0.00,0.00,-578.63,-0.00,0.00,-0.00,0.00,0.00,0.00
27639.00,0.00,0.00,0.13,0.00,0.00,4.36,0.00,0.00,2745.81,-0.00,0.00,-0.00,0.00,0.00,-0.00
27645.00,0.00,0.00,0.15,0.00,0.00,2.87,0.00,0.00,-247.26,-0.00,0.00,-0.00,0.00,0.00,-0.00
27652.00,0.00,0.00,0.23,0.00,0.00,10.78,0.00,0.00,1129.86,-0.00,0.00,-0.00,0.00,-0.00,0.00
27670.00,0.00,0.00,0.15,0.00,0.00,-4.41,0.00,0.00,-844.18,-0.00,0.00,-0.00,0.00,-0.00,0.00
27675.00,0.00,0.00,0.27,0.00,0.00,24.49,0.00,0.00,5780.05,-0.00,0.00,-0.00,0.00,-0.00,0.00
27683.00,0.00,0.00,0.18,0.00,0.00,-10.99,0.00,0.00,-4434.05,-0.00,0.00,-0.00,0.00,0.00,0.00
27689.00,0.00,0.00,0.17,0.00,0.00,-1.48,0.00,0.00,1584.94,-0.00,0.00,-0.00,0.00,0.00,-0.00
27695.00,0.00,0.00,0.21,0.00,0.00,6.24,0.00,0.00,1286.77,-0.00,0.00,-0.00,0.00,0.00,-0.00
27708.00,0.00,0.00,0.18,0.00,0.00,-2.22,0.00,0.00,-651.26,-0.00,0.00,-0.00,0.00,0.00,0.00
