Time(ms), X(m), Y(m), Z(m), VX(m/s), VY(m/s), VZ(m/s), AX(m/s^2), AY(m/s^2), AZ(m/s^2), OX(degrees), OY(degrees), OZ(degrees), WX(degrees/s), WY(degrees/s), WZ(degrees/s)
33797.00,0.00,0.00,0.20,0.00,0.00,-20.06,0.00,0.00,-2799.29,-0.00,-0.00,0.00,-0.00,-0.00,0.00
33804.00,0.00,0.00,0.22,0.00,0.00,2.90,0.00,0.00,3280.08,-0.00,-0.00,0.00,0.00,-0.00,0.00
33812.00,0.00,0.00,0.21,0.00,0.00,-1.72,0.00,0.00,-577.21,-0.00,-0.00,0.00,-0.00,-0.00,0.00
33818.00,0.00,0.00,0.22,0.00,0.00,2.54,0.00,0.00,710.29,-0.00,-0.00,0.00,-0.00,-0.00,0.00
33825.00,0.00,0.00,0.20,0.00,0.00,-2.94,0.00,0.00,-783.95,-0.00,-0.00,0.00,-0.00,-0.01,0.00
33838.00,0.00,0.00,0.25,0.00,0.00,3.74,0.00,0.00,514.32,-0.00,-0.00,0.00,0.00,0.00,0.00
33846.00,0.00,0.00,0.31,0.00,0.00,6.69,0.00,0.00,369.06,-0.00,-0.00,0.00,0.00,0.00,0.00
33852.00,0.00,0.00,0.30,0.00,0.00,-0.44,0.00,0.00,-1189.54,-0.00,-0.00,0.00,0.00,-0.00,0.00
33868.00,0.00,0.00,0.25,0.00,0.00,-3.31,0.00,0.00,-179.01,-0.00,-0.00,0.00,-0.00,0.00,-0.00
33875.00,0.00,0.00,0.29,0.00,0.00,5.77,0.00,0.00,1296.01,-0.00,-0.00,0.00,0.00,0.00,-0.00
33884.00,0.00,0.00,0.23,0.00,0.00,-7.10,0.00,0.00,-1428.98,-0.00,-0.00,0.00,0.00,-0.00,0.00
33891.00,0.00,0.00,0.19,0.00,0.00,-4.91,0.00,0.00,312.02,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
33896.00,0.00,0.00,0.19,0.00,0.00,0.22,0.00,0.00,1026.48,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
33902.00,0.00,0.00,0.35,0.00,0.00,25.38,0.00,0.00,4193.48,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
33907.00,0.00,0.00,0.28,0.00,0.00,-12.94,0.00,0.00,-7665.03,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
33920.00,0.00,0.00,0.32,0.00,0.00,2.94,0.00,0.00,1221.60,-0.00,-0.00,0.00,-0.00,0.00,0.00
33927.00,0.00,0.00,0.24,0.00,0.00,-11.76,0.00,0.00,-2100.19,-0.00,-0.00,0.00,-0.00,0.00,0.00
33935.00,0.00,0.00,0.24,0.00,0.00,-0.23,0.00,0.00,1442.25,-0.00,-0.00,0.00,-0.00,0.00,0.00
33942.00,0.00,0.00,0.28,0.00,0.00,6.03,0.00,0.00,893.80,-0.00,-0.00,0.00,-0.00,0.00,0.00
33948.00,0.00,0.00,0.24,0.00,0.00,-5.60,0.00,0.00,-1938.15,-0.00,-0.00,0.00,-0.00,0.00,0.00
33965.00,0.00,0.00,0.21,0.00,0.00,-2.00,0.00,0.00,211.85,-0.00,-0.00,0.00,-0.00,0.00,0.00
33973.00,0.00,0.00,0.29,0.00,0.00,9.75,0.00,0.00,1468.91,-0.00,-0.00,0.00,0.00,-0.00,0.00
33978.00,0.00,0.00,0.18,0.00,0.00,-20.92,0.00,0.00,-6135.23,-0.00,-0.00,0.00,-0.00,0.00,0.00
33986.00,0.00,0.00,0.30,0.00,0.00,14.08,0.00,0.00,4374.70,-0.00,-0.00,0.00,-0.00,0.00,0.00
33994.00,0.00,0.00,0.30,0.00,0.00,0.34,0.00,0.00,-1717.46,-0.00,-0.00,0.00,0.00,-0.00,0.00
34005.00,0.00,0.00,0.11,0.00,0.00,-17.20,0.00,0.00,-1594.32,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34013.00,0.00,0.00,0.20,0.00,0.00,11.40,0.00,0.00,3575.53,-0.00,-0.00,0.00,-0.00,0.01,-0.00
34019.00,0.00,0.00,0.17,0.00,0.00,-5.00,0.00,0.00,-2733.45,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34026.00,0.00,0.00,0.24,0.00,0.00,9.34,0.00,0.00,2048.69,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34034.00,0.00,0.00,0.15,0.00,0.00,-10.23,0.00,0.00,-2446.97,-0.00,-0.00,0.00,0.00,0.00,0.00
34042.00,0.00,0.00,0.22,0.00,0.00,8.05,0.00,0.00,2284.83,-0.00,-0.00,0.00,0.00,0.00,0.00
34047.00,0.00,0.00,0.27,0.00,0.00,9.54,0.00,0.00,299.38,-0.00,-0.00,0.00,0.00,0.00,0.00
34063.00,0.00,0.00,0.29,0.00,0.00,1.27,0.00,0.00,-516.90,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34070.00,0.00,0.00,0.30,0.00,0.00,1.89,0.00,0.00,88.49,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34076.00,0.00,0.00,0.21,0.00,0.00,-15.37,0.00,0.00,-2877.64,-0.00,-0.00,0.00,0.00,-0.00,0.00
34094.00,0.00,0.00,0.23,0.00,0.00,1.02,0.00,0.00,910.62,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34100.00,0.00,0.00,0.24,0.00,0.00,1.88,0.00,0.00,144.60,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34106.00,0.00,0.00,0.26,0.00,0.00,4.05,0.00,0.00,360.64,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34115.00,0.00,0.00,0.20,0.00,0.00,-7.17,0.00,0.00,-1246.33,-0.00,-0.00,0.00,0.00,0.00,-0.00
34122.00,0.00,0.00,0.25,0.00,0.00,7.81,0.00,0.00,2140.25,-0.00,-0.00,0.00,0.00,0.00,0.00
34128.00,0.00,0.00,0.20,0.00,0.00,-8.45,0.00,0.00,-2710.16,-0.00,-0.00,0.00,0.00,0.00,0.00
34135.00,0.00,0.00,0.24,0.00,0.00,6.16,0.00,0.00,2086.94,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34144.00,0.00,0.00,0.28,0.00,0.00,3.68,0.00,0.00,-275.31,-0.00,-0.00,0.00,0.00,0.00,-0.00
34149.00,0.00,0.00,0.31,0.00,0.00,6.32,0.00,0.00,528.32,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34165.00,0.00,0.00,0.27,0.00,0.00,-2.62,0.00,0.00,-559.21,-0.00,-0.00,0.00,-0.00,0.00,0.00
34177.00,0.00,0.00,0.22,0.00,0.00,-3.83,0.00,0.00,-100.91,-0.00,-0.00,0.00,0.00,0.00,-0.00
34186.00,0.00,0.00,0.24,0.00,0.00,2.27,0.00,0.00,677.74,-0.00,-0.00,0.00,0.00,0.00,-0.00
34195.00,0.00,0.00,0.19,0.00,0.00,-5.53,0.00,0.00,-866.72,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34200.00,0.00,0.00,0.30,0.00,0.00,22.41,0.00,0.00,5588.43,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34206.00,0.00,0.00,0.09,0.00,0.00,-36.27,0.00,0.00,-9779.56,-0.00,-0.00,0.00,0.00,-0.01,0.00
34215.00,0.00,0.00,0.19,0.00,0.00,11.86,0.00,0.00,5348.18,-0.00,-0.00,0.00,0.00,0.00,-0.00
34223.00,0.00,0.00,0.15,0.00,0.00,-5.23,0.00,0.00,-2136.57,-0.00,-0.00,0.00,0.00,0.00,0.00
34228.00,0.00,0.00,0.36,0.00,0.00,41.21,0.00,0.00,9287.72,-0.00,-0.00,0.00,0.00,-0.00,0.00
34235.00,0.00,0.00,0.27,0.00,0.00,-11.99,0.00,0.00,-7600.11,-0.00,-0.00,0.00,0.00,-0.00,0.00
34244.00,0.00,0.00,0.19,0.00,0.00,-9.56,0.00,0.00,269.62,-0.00,-0.00,0.00,-0.00,-0.01,0.00
34254.00,0.00,0.00,0.24,0.00,0.00,4.85,0.00,0.00,1441.84,-0.00,-0.00,0.00,0.00,0.00,0.00
34270.00,0.00,0.00,0.29,0.00,0.00,3.64,0.00,0.00,-75.75,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34277.00,0.00,0.00,0.23,0.00,0.00,-9.64,0.00,0.00,-1898.10,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34285.00,0.00,0.00,0.24,0.00,0.00,1.55,0.00,0.00,1398.72,-0.00,-0.00,0.00,0.00,-0.00,-0.00
34292.00,0.00,0.00,0.29,0.00,0.00,7.65,0.00,0.00,872.37,-0.00,-0.00,0.00,0.00,0.00,0.00
34298.00,0.00,0.00,0.23,0.00,0.00,-10.52,0.00,0.00,-3028.86,-0.00,-0.00,0.00,0.00,0.00,0.00
34304.00,0.00,0.00,0.22,0.00,0.00,-1.05,0.00,0.00,1579.35,-0.00,-0.00,0.00,0.00,-0.00,0.00
34311.00,0.00,0.00,0.30,0.00,0.00,11.39,0.00,0.00,1776.74,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34317.00,0.00,0.00,0.22,0.00,0.00,-13.86,0.00,0.00,-4209.50,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34325.00,0.00,0.00,0.25,0.00,0.00,4.28,0.00,0.00,2267.84,-0.00,-0.00,0.00,0.00,-0.00,0.00
34335.00,0.00,0.00,0.28,0.00,0.00,2.86,0.00,0.00,-141.56,-0.00,-0.00,0.00,0.00,0.00,0.00
34341.00,0.00,0.00,0.33,0.00,0.00,8.38,0.00,0.00,919.98,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34347.00,0.00,0.00,0.30,0.00,0.00,-4.81,0.00,0.00,-2198.83,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34363.00,0.00,0.00,0.26,0.00,0.00,-2.93,0.00,0.00,117.52,-0.00,-0.00,0.00,0.00,-0.00,0.00
34368.00,0.00,0.00,0.18,0.00,0.00,-14.83,0.00,0.00,-2379.39,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34376.00,0.00,0.00,0.25,0.00,0.00,8.82,0.00,0.00,2955.43,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34384.00,0.00,0.00,0.24,0.00,0.00,-2.26,0.00,0.00,-1384.35,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34390.00,0.00,0.00,0.28,0.00,0.00,8.06,0.00,0.00,1719.49,-0.00,-0.00,0.00,-0.00,0.00,0.00
34397.00,0.00,0.00,0.20,0.00,0.00,-11.79,0.00,0.00,-2834.95,-0.00,-0.00,0.00,-0.00,0.00,0.00
34402.00,0.00,0.00,0.23,0.00,0.00,6.67,0.00,0.00,3690.75,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34413.00,0.00,0.00,0.26,0.00,0.00,2.69,0.00,0.00,-361.79,-0.00,-0.00,0.00,-0.01,0.00,-0.00
34419.00,0.00,0.00,0.17,0.00,0.00,-15.43,0.00,0.00,-3018.76,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34426.00,0.00,0.00,0.22,0.00,0.00,7.49,0.00,0.00,3273.85,-0.00,-0.00,0.00,0.00,-0.00,0.00
34434.00,0.00,0.00,0.25,0.00,0.00,3.84,0.00,0.00,-455.94,-0.00,-0.00,0.00,-0.00,-0.00,0.00
34441.00,0.00,0.00,0.31,0.00,0.00,8.60,0.00,0.00,679.27,-0.00,-0.00,0.00,0.00,-0.00,-0.00
34447.00,0.00,0.00,0.13,0.00,0.00,-30.50,0.00,0.00,-6517.17,-0.00,-0.00,0.00,0.00,0.00,-0.00
34454.00,0.00,0.00,0.24,0.00,0.00,14.88,0.00,0.00,6482.76,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34469.00,0.00,0.00,0.23,0.00,0.00,-0.42,0.00,0.00,-1019.61,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
34476.00,0.00,0.00,0.18,0.00,0.00,-6.95,0.00,0.00,-933.09,-0.00,-0.00,0.00,0.00,0.00,-0.00
34485.00,0.00,0.00,0.23,0.00,0.00,5.31,0.00,0.00,1362.20,-0.00,-0.00,0.00,0.00,0.00,0.00
34497.00,0.00,0.00,0.26,0.00,0.00,2.57,0.00,0.00,-228.11,-0.00,-0.00,0.00,0.00,0.00,0.00
34503.00,0.00,0.00,0.22,0.00,0.00,-7.40,0.00,0.00,-1662.23,-0.00,-0.00,0.00,0.00,0.00,-0.00
34508.00,0.00,0.00,0.30,0.00,0.00,16.00,0.00,0.00,4681.03,-0.00,-0.00,0.00,0.00,0.00,-0.00
34516.00,0.00,0.00,0.22,0.00,0.00,-9.87,0.00,0.00,-3233.68,-0.00,-0.00,0.00,0.00,0.00,0.00
34525.00,0.00,0.00,0.24,0.00,0.00,2.44,0.00,0.00,1367.44,-0.00,-0.00,0.00,0.00,-0.00,0.00
34531.00,0.00,0.00,0.22,0.00,0.00,-2.55,0.00,0.00,-832.52,-0.00,-0.00,0.00,0.00,-0.00,-0.00
34537.00,0.00,0.00,0.27,0.00,0.00,8.54,0.00,0.00,1849.49,-0.00,-0.00,0.00,0.00,-0.00,-0.00
34546.00,0.00,0.00,0.20,0.00,0.00,-7.92,0.00,0.00,-1829.35,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34551.00,0.00,0.00,0.25,0.00,0.00,10.01,0.00,0.00,3586.03,-0.00,-0.00,0.00,-0.00,0.00,0.00
34567.00,0.00,0.00,0.26,0.00,0.00,0.38,0.00,0.00,-601.75,-0.00,-0.00,0.00,0.00,0.00,-0.00
34581.00,0.00,0.00,0.24,0.00,0.00,-1.23,0.00,0.00,-115.21,-0.00,-0.00,0.00,0.00,0.00,0.00
34588.00,0.00,0.00,0.22,0.00,0.00,-3.00,0.00,0.00,-252.60,-0.00,-0.00,0.00,0.00,0.00,0.00
34596.00,0.00,0.00,0.29,0.00,0.00,8.26,0.00,0.00,1407.23,-0.00,-0.00,0.00,0.00,-0.00,-0.00
34602.00,0.00,0.00,0.27,0.00,0.00,-3.33,0.00,0.00,-1930.53,-0.00,-0.00,0.00,0.00,0.00,-0.00
34607.00,0.00,0.00,0.27,0.00,0.00,-0.27,0.00,0.00,610.29,-0.00,-0.00,0.00,0.00,0.00,-0.00
34616.00,0.00,0.00,0.30,0.00,0.00,3.64,0.00,0.00,434.41,-0.00,-0.00,0.00,-0.00,0.00,0.00
34624.00,0.00,0.00,0.23,0.00,0.00,-8.93,0.00,0.00,-1570.14,-0.00,-0.00,0.00,0.00,0.00,-0.00
34630.00,0.00,0.00,0.21,0.00,0.00,-2.93,0.00,0.00,998.41,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34636.00,0.00,0.00,0.27,0.00,0.00,10.50,0.00,0.00,2238.98,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34645.00,0.00,0.00,0.27,0.00,0.00,-0.24,0.00,0.00,-1193.30,-0.00,-0.00,0.00,-0.00,0.00,-0.00
34655.00,0.00,0.00,0.24,0.00,0.00,-2.75,0.00,0.00,-250.87,-0.00,-0.00,0.00,0.00,0.00,-0.00
34672.00,0.00,0.00,0.28,0.00,0.00,2.28,0.00,0.00,295.85,-0.00,-0.00,-0.00,0.00,0.00,-0.00
34678.00,0.00,0.00,0.21,0.00,0.00,-11.80,0.00,0.00,-2346.07,-0.00,-0.00,-0.00,0.00,0.00,-0.00
34686.00,0.00,0.00,0.27,0.00,0.00,7.09,0.00,0.00,2360.69,-0.00,-0.00,-0.00,-0.00,0.00,0.00
34694.00,0.00,0.00,0.30,0.00,0.00,4.55,0.00,0.00,-317.36,-0.00,-0.00,-0.00,0.00,0.00,-0.00
34699.00,0.00,0.00,0.26,0.00,0.00,-8.67,0.00,0.00,-2644.09,-0.00,-0.00,-0.00,0.00,0.00,-0.00
34706.00,0.00,0.00,0.23,0.00,0.00,-4.74,0.00,0.00,561.54,-0.00,-0.00,-0.00,0.00,-0.00,-0.00
34714.00,0.00,0.00,0.30,0.00,0.00,9.68,0.00,0.00,1803.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
34720.00,0.00,0.00,0.28,0.00,0.00,-4.92,0.00,0.00,-2433.87,-0.00,-0.00,-0.00,0.00,0.00,-0.00
34727.00,0.00,0.00,0.22,0.00,0.00,-7.66,0.00,0.00,-391.05,-0.00,-0.00,-0.00,0.00,0.00,0.00
34740.00,0.00,0.00,0.22,0.00,0.00,-0.40,0.00,0.00,558.25,-0.00,0.00,-0.00,0.00,0.00,0.00
34748.00,0.00,0.00,0.27,0.00,0.00,7.25,0.00,0.00,956.65,-0.00,0.00,-0.00,0.00,-0.00,0.00
34754.00,0.00,0.00,0.25,0.00,0.00,-4.17,0.00,0.00,-1903.48,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34769.00,0.00,0.00,0.20,0.00,0.00,-3.57,0.00,0.00,39.66,-0.00,0.00,-0.00,0.00,0.00,-0.00
34777.00,0.00,0.00,0.21,0.00,0.00,1.95,0.00,0.00,689.72,-0.00,0.00,-0.00,0.00,0.00,-0.00
34785.00,0.00,0.00,0.30,0.00,0.00,11.21,0.00,0.00,1157.89,-0.00,0.00,-0.00,-0.00,0.00,0.00
34793.00,0.00,0.00,0.25,0.00,0.00,-6.30,0.00,0.00,-2188.15,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34798.00,0.00,0.00,0.19,0.00,0.00,-12.92,0.00,0.00,-1324.58,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34804.00,0.00,0.00,0.30,0.00,0.00,18.51,0.00,0.00,5237.78,-0.00,0.00,-0.00,0.00,0.00,-0.00
34809.00,0.00,0.00,0.23,0.00,0.00,-14.01,0.00,0.00,-6504.38,-0.00,0.00,-0.00,0.00,0.00,-0.00
34830.00,0.00,0.00,0.29,0.00,0.00,3.21,0.00,0.00,819.94,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
34838.00,0.00,0.00,0.30,0.00,0.00,0.22,0.00,0.00,-373.60,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
34846.00,0.00,0.00,0.35,0.00,0.00,6.78,0.00,0.00,820.51,-0.00,0.00,-0.00,-0.00,-0.00,0.00
34862.00,0.00,0.00,0.21,0.00,0.00,-9.07,0.00,0.00,-990.40,-0.00,0.00,-0.00,0.00,0.00,0.00
34868.00,0.00,0.00,0.25,0.00,0.00,6.98,0.00,0.00,2673.74,-0.00,0.00,-0.00,0.00,0.00,0.00
34876.00,0.00,0.00,0.15,0.00,0.00,-12.02,0.00,0.00,-2373.93,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34884.00,0.00,0.00,0.16,0.00,0.00,1.36,0.00,0.00,1672.31,-0.00,0.00,-0.00,0.00,0.00,-0.00
34889.00,0.00,0.00,0.13,0.00,0.00,-7.18,0.00,0.00,-1708.43,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34897.00,0.00,0.00,0.20,0.00,0.00,9.15,0.00,0.00,2041.39,-0.00,0.00,-0.00,-0.00,0.01,-0.00
34903.00,0.00,0.00,0.28,0.00,0.00,14.07,0.00,0.00,818.88,-0.00,0.00,-0.00,0.00,0.00,0.00
34913.00,0.00,0.00,0.31,0.00,0.00,2.25,0.00,0.00,-1181.48,-0.00,0.00,-0.00,0.00,0.00,-0.00
34920.00,0.00,0.00,0.20,0.00,0.00,-14.54,0.00,0.00,-2398.74,-0.00,0.00,-0.00,0.00,0.00,-0.00
34927.00,0.00,0.00,0.30,0.00,0.00,14.12,0.00,0.00,4094.72,-0.00,0.00,-0.00,-0.00,0.00,-0.00
34935.00,0.00,0.00,0.26,0.00,0.00,-4.85,0.00,0.00,-2371.08,-0.00,0.00,-0.00,0.00,0.00,0.00
34941.00,0.00,0.00,0.20,0.00,0.00,-10.32,0.00,0.00,-911.85,-0.00,0.00,-0.00,-0.00,0.00,0.00
34948.00,0.00,0.00,0.25,0.00,0.00,6.12,0.00,0.00,2348.63,-0.00,0.00,-0.00,-0.00,0.00,0.00
34954.00,0.00,0.00,0.28,0.00,0.00,5.83,0.00,0.00,-49.44,-0.00,0.00,-0.00,-0.00,-0.00,0.00
34969.00,0.00,0.00,0.21,0.00,0.00,-4.85,0.00,0.00,-711.78,-0.00,0.00,-0.00,0.00,0.00,0.00
34977.00,0.00,0.00,0.21,0.00,0.00,-0.03,0.00,0.00,602.05,-0.00,0.00,-0.00,0.00,0.00,0.00
34986.00,0.00,0.00,0.32,0.00,0.00,12.53,0.00,0.00,1395.89,-0.00,0.00,-0.00,0.00,0.00,0.00
34998.00,0.00,0.00,0.29,0.00,0.00,-2.68,0.00,0.00,-1267.63,-0.00,0.00,-0.00,0.00,-0.00,0.00
35004.00,0.00,0.00,0.22,0.00,0.00,-10.53,0.00,0.00,-1308.48,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35009.00,0.00,0.00,0.29,0.00,0.00,12.43,0.00,0.00,4592.63,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35017.00,0.00,0.00,0.16,0.00,0.00,-15.67,0.00,0.00,-3512.10,-0.00,0.00,-0.00,0.00,0.00,0.00
35026.00,0.00,0.00,0.30,0.00,0.00,15.94,0.00,0.00,3511.51,-0.00,0.00,-0.00,-0.00,0.00,0.00
35032.00,0.00,0.00,0.20,0.00,0.00,-16.66,0.00,0.00,-5432.64,-0.00,0.00,-0.00,-0.00,0.00,0.00
35038.00,0.00,0.00,0.31,0.00,0.00,17.16,0.00,0.00,5636.57,-0.00,0.00,-0.00,0.00,0.00,0.00
35047.00,0.00,0.00,0.30,0.00,0.00,-0.89,0.00,0.00,-2006.07,-0.00,0.00,-0.00,0.00,0.00,-0.00
35052.00,0.00,0.00,0.29,0.00,0.00,-2.63,0.00,0.00,-346.35,-0.00,0.00,-0.00,-0.00,0.00,-0.00
35068.00,0.00,0.00,0.26,0.00,0.00,-1.40,0.00,0.00,76.67,-0.00,0.00,-0.00,0.00,-0.00,0.00
35081.00,0.00,0.00,0.24,0.00,0.00,-1.65,0.00,0.00,-19.67,-0.00,0.00,-0.00,0.00,-0.00,0.00
35089.00,0.00,0.00,0.25,0.00,0.00,0.29,0.00,0.00,243.16,-0.00,0.00,-0.00,0.00,-0.00,0.00
35095.00,0.00,0.00,0.51,0.00,0.00,44.63,0.00,0.00,7389.63,-0.00,0.00,-0.00,0.00,0.00,0.00
35099.00,0.00,0.00,0.31,0.00,0.00,-50.95,0.00,0.00,-23895.46,-0.00,0.00,-0.00,0.00,0.00,0.00
35106.00,0.00,0.00,0.27,0.00,0.00,-5.08,0.00,0.00,6552.80,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
35112.00,0.00,0.00,0.25,0.00,0.00,-4.53,0.00,0.00,92.23,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
35118.00,0.00,0.00,0.29,0.00,0.00,7.17,0.00,0.00,1950.74,-0.00,0.00,-0.00,-0.00,0.00,0.00
35127.00,0.00,0.00,0.28,0.00,0.00,-1.22,0.00,0.00,-933.13,-0.00,0.00,-0.00,-0.00,0.00,-0.00
35135.00,0.00,0.00,0.18,0.00,0.00,-11.81,0.00,0.00,-1323.67,-0.00,0.00,-0.00,0.00,0.00,0.00
35141.00,0.00,0.00,0.18,0.00,0.00,-0.97,0.00,0.00,1807.36,-0.00,0.00,-0.00,0.00,0.00,0.00
35153.00,0.00,0.00,0.26,0.00,0.00,6.60,0.00,0.00,630.61,-0.00,0.00,-0.00,0.00,0.00,0.00
35169.00,0.00,0.00,0.23,0.00,0.00,-1.52,0.00,0.00,-507.41,-0.00,0.00,-0.00,0.00,-0.00,0.00
35177.00,0.00,0.00,0.27,0.00,0.00,4.10,0.00,0.00,702.35,-0.00,0.00,-0.00,0.00,-0.00,0.00
35185.00,0.00,0.00,0.25,0.00,0.00,-2.46,0.00,0.00,-820.05,-0.00,0.00,-0.00,-0.00,0.00,-0.00
35192.00,0.00,0.00,0.27,0.00,0.00,4.05,0.00,0.00,930.26,-0.00,0.00,-0.00,0.00,0.00,0.00
35198.00,0.00,0.00,0.26,0.00,0.00,-1.76,0.00,0.00,-968.44,-0.00,0.00,-0.00,0.00,0.00,0.00
35204.00,0.00,0.00,0.22,0.00,0.00,-6.77,0.00,0.00,-834.85,-0.00,0.00,-0.00,0.00,-0.00,-0.00
35209.00,0.00,0.00,0.23,0.00,0.00,1.69,0.00,0.00,1691.56,-0.00,0.00,-0.00,0.00,0.00,0.00
35213.00,0.00,0.00,0.30,0.00,0.00,16.50,0.00,0.00,3704.32,-0.00,0.00,-0.00,-0.00,0.00,0.00
35219.00,0.00,0.00,0.21,0.00,0.00,-13.85,0.00,0.00,-5058.73,-0.00,0.00,-0.00,-0.00,0.00,0.00
35231.00,0.00,0.00,0.28,0.00,0.00,5.57,0.00,0.00,1617.82,-0.00,0.00,-0.00,0.00,-0.00,-0.00
35239.00,0.00,0.00,0.22,0.00,0.00,-7.57,0.00,0.00,-1641.69,-0.00,0.00,-0.00,0.00,-0.00,-0.00
35247.00,0.00,0.00,0.25,0.00,0.00,4.00,0.00,0.00,1446.36,-0.00,0.00,-0.00,0.00,-0.00,0.00
35262.00,0.00,0.00,0.29,0.00,0.00,2.27,0.00,0.00,-115.53,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35269.00,0.00,0.00,0.20,0.00,0.00,-11.92,0.00,0.00,-2027.15,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35277.00,0.00,0.00,0.24,0.00,0.00,4.79,0.00,0.00,2089.08,-0.00,0.00,-0.00,0.00,0.00,0.00
35285.00,0.00,0.00,0.20,0.00,0.00,-5.01,0.00,0.00,-1225.04,-0.00,0.00,-0.00,0.00,-0.00,0.00
35290.00,0.00,0.00,0.25,0.00,0.00,10.66,0.00,0.00,3133.04,-0.00,0.00,-0.00,0.00,-0.00,0.00
35298.00,0.00,0.00,0.27,0.00,0.00,2.04,0.00,0.00,-1077.06,-0.00,0.00,-0.00,0.00,-0.00,0.00
35302.00,0.00,0.00,0.54,0.00,0.00,67.29,0.00,0.00,16312.42,-0.00,0.00,-0.00,0.00,-0.00,-0.00
35312.00,0.00,0.00,0.28,0.00,0.00,-25.68,0.00,0.00,-9297.47,-0.00,0.00,-0.00,0.00,-0.00,-0.00
35319.00,0.00,0.00,0.28,0.00,0.00,0.14,0.00,0.00,3688.48,-0.00,0.00,-0.00,0.00,-0.00,0.00
35327.00,0.00,0.00,0.20,0.00,0.00,-10.85,0.00,0.00,-1373.82,-0.00,0.00,-0.00,-0.00,0.00,0.00
35335.00,0.00,0.00,0.18,0.00,0.00,-1.92,0.00,0.00,1117.32,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35340.00,0.00,0.00,0.29,0.00,0.00,20.71,0.00,0.00,4525.90,-0.00,0.00,-0.00,-0.00,-0.00,0.00
35348.00,0.00,0.00,0.25,0.00,0.00,-4.94,0.00,0.00,-3206.54,-0.00,-0.00,-0.00,0.00,-0.01,0.00
35353.00,0.00,0.00,0.14,0.00,0.00,-20.50,0.00,0.00,-3112.89,-0.00,-0.00,-0.00,0.00,-0.00,0.00
35369.00,0.00,0.00,0.30,0.00,0.00,9.89,0.00,0.00,1899.52,-0.00,-0.00,-0.00,0.00,0.00,0.00
35377.00,0.00,0.00,0.34,0.00,0.00,4.37,0.00,0.00,-689.75,-0.00,-0.00,-0.00,0.00,0.00,0.00
35385.00,0.00,0.00,0.26,0.00,0.00,-9.97,0.00,0.00,-1793.08,-0.00,-0.00,-0.00,0.00,0.00,0.00
35396.00,0.00,0.00,0.27,0.00,0.00,0.84,0.00,0.00,983.35,-0.00,-0.00,-0.00,-0.00,0.00,0.00
35402.00,0.00,0.00,0.19,0.00,0.00,-12.88,0.00,0.00,-2286.90,-0.00,-0.00,-0.00,0.00,0.00,0.00
35408.00,0.00,0.00,0.22,0.00,0.00,5.24,0.00,0.00,3019.83,-0.00,0.00,-0.00,0.00,0.00,0.00
